loan_id,reporting_date,product_type,origination_date,original_amount,outstanding_balance,credit_score_origination,credit_score_current,days_past_due,interest_rate,industry_sector,geography,pd_12m,pd_lifetime,lgd,ifrs9_stage,ecl_amount,ecl_rate
LN0000019,2024-12-31,Personal Loan,2022-02-28,11503.17,5039.55,749,778,0,8.56,N/A,East,0.006,0.018,0.5956,1,18.01,0.3574
LN0000020,2024-12-31,Mortgage,2022-04-15,150013.22,67150.37,627,621,0,5.17,N/A,East,0.035,0.105,0.2182,2,1538.48,2.2911
LN0000021,2024-12-31,Auto Loan,2020-02-23,25200.79,7224.05,697,711,0,6.54,N/A,North,0.009,0.027,0.2683,1,17.44,0.2414
LN0000022,2024-12-31,Mortgage,2020-12-03,272719.24,76254.45,689,676,0,4.67,N/A,West,0.0175,0.0525,0.2739,1,365.51,0.4793
LN0000023,2024-12-31,Mortgage,2020-03-16,557449.56,157144.76,740,719,120,4.51,N/A,East,0.056,0.168,0.1549,3,4089.41,2.6023
LN0000024,2024-12-31,Personal Loan,2019-11-21,11223.08,2881.43,752,788,0,9.26,N/A,North,0.006,0.018,0.6973,1,12.06,0.4185
LN0000025,2024-12-31,Personal Loan,2023-07-01,25425.94,16760.9,736,720,0,9.08,N/A,North,0.012,0.036,0.522,1,104.99,0.6264
LN0000026,2024-12-31,Auto Loan,2022-04-21,52654.35,24951.57,512,514,0,7.67,N/A,East,0.09,0.27,0.3193,2,2151.1,8.6211
LN0000027,2024-12-31,Mortgage,2020-07-11,549714.78,147441.68,776,733,30,4.17,N/A,North,0.014,0.042,0.2189,2,1355.55,0.9194
LN0000028,2024-12-31,Personal Loan,2022-08-23,15848.86,8537.81,802,779,0,8.78,N/A,West,0.006,0.018,0.5727,1,29.34,0.3436
LN0000029,2024-12-31,Personal Loan,2021-06-14,4113.49,1250.92,641,689,0,9.29,N/A,North,0.03,0.09,0.5703,1,21.4,1.7107
LN0000030,2024-12-31,Mortgage,2020-07-16,337868.63,96162.69,699,686,0,4.52,N/A,East,0.0175,0.0525,0.1622,1,272.96,0.2839
LN0000031,2024-12-31,Auto Loan,2021-04-26,45222.95,12000.66,609,585,0,7.46,N/A,North,0.09,0.27,0.2531,2,820.09,6.8337
LN0000032,2024-12-31,Mortgage,2020-03-20,257678.11,69624.36,524,558,0,5.47,N/A,East,0.07,0.21,0.2318,2,3389.17,4.8678
LN0000033,2024-12-31,Mortgage,2022-08-06,641966.84,302500.26,621,652,0,4.7,N/A,North,0.0175,0.0525,0.1975,1,1045.52,0.3456
LN0000034,2024-12-31,Credit Card,2022-06-17,7554.64,3712.97,637,660,0,18.41,N/A,East,0.0375,0.1125,0.7474,2,312.2,8.4084
LN0000035,2024-12-31,SME Loan,2021-04-22,146941.73,41886.28,652,652,0,8.13,Retail,Central,0.0325,0.0975,0.5563,2,2271.88,5.4239
LN0000036,2024-12-31,Credit Card,2022-04-03,8460.73,3542.91,603,596,0,19.05,N/A,West,0.15,0.45,0.7327,2,1168.15,32.9715
LN0000037,2024-12-31,Mortgage,2022-01-09,317008.84,130388.24,621,629,0,5.61,N/A,North,0.035,0.105,0.1793,2,2454.75,1.8826
LN0000038,2024-12-31,Mortgage,2020-11-28,77156.78,20575.97,679,696,0,5.1,N/A,East,0.0175,0.0525,0.1845,1,66.43,0.3229
LN0000039,2024-12-31,Auto Loan,2021-08-15,24351.4,7453.7,618,606,0,7.09,N/A,South,0.045,0.135,0.2927,2,294.53,3.9515
LN0000040,2024-12-31,Personal Loan,2022-10-03,27400.07,14696.52,723,744,0,8.93,N/A,Central,0.012,0.036,0.6628,1,116.89,0.7954
LN0000041,2024-12-31,Mortgage,2023-06-05,179190.42,111189.73,735,733,0,4.21,N/A,West,0.007,0.021,0.1638,1,127.49,0.1147
LN0000042,2024-12-31,Personal Loan,2020-04-18,11683.31,3120.17,850,850,0,8.63,N/A,North,0.006,0.018,0.6597,1,12.35,0.3958
LN0000043,2024-12-31,Mortgage,2022-04-04,159146.72,69811.07,770,789,0,4.41,N/A,North,0.0035,0.0105,0.1959,1,47.87,0.0686
LN0000044,2024-12-31,Credit Card,2020-06-26,11991.6,3367.89,699,655,0,18.43,N/A,West,0.0375,0.1125,0.6082,2,230.44,6.8423
LN0000045,2024-12-31,Mortgage,2022-04-28,622031.63,293509.0,630,625,0,4.84,N/A,North,0.035,0.105,0.162,2,4992.59,1.701
LN0000046,2024-12-31,Auto Loan,2022-01-06,20878.02,8583.83,703,680,0,6.56,N/A,Central,0.0225,0.0675,0.3054,1,58.98,0.6871
LN0000047,2024-12-31,Mortgage,2021-02-11,288846.01,72957.62,706,720,0,4.51,N/A,Central,0.007,0.021,0.2537,1,129.57,0.1776
LN0000048,2024-12-31,Personal Loan,2021-02-16,8881.3,2538.47,639,653,0,9.85,N/A,West,0.03,0.09,0.5511,1,41.97,1.6534
LN0000049,2024-12-31,Personal Loan,2021-05-02,19321.37,5553.87,743,745,0,8.71,N/A,North,0.012,0.036,0.6917,1,46.1,0.8301
LN0000050,2024-12-31,Mortgage,2021-08-13,346224.1,106241.78,568,577,0,5.52,N/A,East,0.07,0.21,0.1914,2,4270.28,4.0194
LN0000051,2024-12-31,SME Loan,2021-05-14,174240.86,51338.28,660,642,0,7.5,Manufacturing,South,0.065,0.195,0.4014,2,4018.4,7.8273
LN0000052,2024-12-31,Auto Loan,2022-05-04,33954.18,15117.1,724,722,0,6.68,N/A,West,0.009,0.027,0.2942,1,40.03,0.2648
LN0000053,2024-12-31,Credit Card,2021-03-08,21326.44,5807.95,657,653,0,18.03,N/A,South,0.0375,0.1125,0.614,2,401.18,6.9074
LN0000054,2024-12-31,Credit Card,2019-11-11,2939.63,786.42,663,633,0,18.11,N/A,South,0.075,0.225,0.7489,2,132.51,16.8498
LN0000055,2024-12-31,Personal Loan,2021-05-19,4786.9,1352.14,669,636,0,9.02,N/A,North,0.06,0.18,0.6976,2,169.79,12.5571
LN0000056,2024-12-31,Credit Card,2023-06-18,4037.8,2888.86,613,645,0,18.53,N/A,South,0.075,0.225,0.7828,2,508.81,17.6128
LN0000057,2024-12-31,Mortgage,2020-09-18,122517.1,32770.09,774,799,0,4.22,N/A,Central,0.0035,0.0105,0.1579,1,18.11,0.0553
LN0000058,2024-12-31,Mortgage,2023-03-02,127232.18,72638.65,599,596,120,5.58,N/A,Central,0.56,1.0,0.1619,3,11760.2,16.19
LN0000059,2024-12-31,Mortgage,2020-08-13,162647.84,47363.56,705,737,0,4.45,N/A,West,0.007,0.021,0.297,1,98.47,0.2079
LN0000060,2024-12-31,Mortgage,2020-08-02,169211.64,49344.71,713,693,0,4.27,N/A,Central,0.0175,0.0525,0.2118,1,182.9,0.3707
LN0000061,2024-12-31,Personal Loan,2021-06-04,7534.36,2288.62,604,561,0,9.83,N/A,North,0.12,0.36,0.6415,2,528.53,23.0938
LN0000062,2024-12-31,Mortgage,2023-03-19,347704.92,212542.08,686,712,0,5.01,N/A,East,0.007,0.021,0.2774,1,412.71,0.1942
LN0000063,2024-12-31,Credit Card,2023-09-13,3815.8,2538.06,607,597,60,18.51,N/A,East,0.6,1.0,0.6635,2,1684.0,66.3499
LN0000064,2024-12-31,Personal Loan,2021-12-29,11995.55,4953.01,791,748,30,8.9,N/A,South,0.024,0.072,0.5608,2,199.99,4.0377
LN0000065,2024-12-31,Mortgage,2020-11-30,419624.85,105510.55,589,573,0,5.58,N/A,South,0.07,0.21,0.247,2,5472.83,5.187
LN0000066,2024-12-31,Personal Loan,2020-09-22,8435.52,2146.56,628,618,0,9.46,N/A,Central,0.06,0.18,0.5835,2,225.45,10.5029
LN0000067,2024-12-31,Mortgage,2022-11-06,235090.79,129548.59,582,562,30,5.37,N/A,East,0.14,0.42,0.1547,2,8417.29,6.4974
LN0000068,2024-12-31,Credit Card,2021-05-19,5901.02,1585.64,571,577,0,18.54,N/A,West,0.15,0.45,0.7057,2,503.54,31.7563
LN0000069,2024-12-31,Mortgage,2021-08-19,101642.41,31081.21,807,752,0,3.74,N/A,West,0.0035,0.0105,0.2062,1,22.43,0.0722
LN0000070,2024-12-31,SME Loan,2022-09-05,18593.48,9714.32,723,715,0,8.11,Retail,North,0.013,0.039,0.5792,1,73.14,0.7529
LN0000071,2024-12-31,Auto Loan,2022-01-03,34147.58,12976.58,691,656,0,6.59,N/A,North,0.0225,0.0675,0.3698,1,107.97,0.832
LN0000072,2024-12-31,Mortgage,2022-11-29,343178.89,183011.96,627,641,0,4.89,N/A,West,0.035,0.105,0.1865,2,3583.83,1.9582
LN0000073,2024-12-31,Mortgage,2020-03-20,753218.07,189806.5,753,749,0,4.96,N/A,East,0.007,0.021,0.1967,1,261.34,0.1377
LN0000074,2024-12-31,Credit Card,2021-04-20,5319.04,1387.47,614,645,0,18.91,N/A,West,0.075,0.225,0.7329,2,228.8,16.4904
LN0000075,2024-12-31,Auto Loan,2021-12-19,41270.2,16972.74,743,664,0,6.62,N/A,South,0.0225,0.0675,0.3574,1,136.49,0.8042
LN0000076,2024-12-31,Auto Loan,2021-06-13,27496.42,8615.44,610,589,0,7.4,N/A,Central,0.09,0.27,0.3977,2,925.12,10.7379
LN0000077,2024-12-31,Auto Loan,2020-12-10,33486.27,8907.16,628,642,0,7.32,N/A,West,0.045,0.135,0.3107,2,373.61,4.1945
LN0000078,2024-12-31,Mortgage,2022-04-30,617619.85,283744.23,741,733,0,4.81,N/A,South,0.007,0.021,0.1939,1,385.13,0.1357
LN0000079,2024-12-31,Personal Loan,2022-01-04,3735.38,1401.96,749,780,0,8.57,N/A,South,0.006,0.018,0.6209,1,5.22,0.3723
LN0000080,2024-12-31,Mortgage,2020-02-07,329986.86,83329.17,728,683,120,4.52,N/A,South,0.14,0.42,0.1993,3,6975.15,8.3706
LN0000081,2024-12-31,Credit Card,2021-09-22,14296.83,4829.92,596,614,0,18.56,N/A,North,0.075,0.225,0.7455,2,810.16,16.7738
LN0000082,2024-12-31,Auto Loan,2022-06-20,33283.39,16000.33,644,617,0,6.6,N/A,West,0.045,0.135,0.283,2,611.29,3.8205
LN0000083,2024-12-31,Mortgage,2023-03-04,612489.13,391829.06,693,674,0,4.7,N/A,South,0.0175,0.0525,0.175,1,1199.98,0.3063
LN0000084,2024-12-31,Mortgage,2020-08-22,195906.72,54070.91,612,637,0,5.31,N/A,Central,0.035,0.105,0.2674,2,1518.15,2.8077
LN0000085,2024-12-31,Mortgage,2020-12-04,264071.78,70137.71,790,819,90,3.98,N/A,Central,0.014,0.042,0.2954,2,870.18,1.2407
LN0000086,2024-12-31,Mortgage,2021-07-20,272873.16,81506.13,488,514,120,5.62,N/A,West,0.56,1.0,0.1597,3,13016.53,15.97
LN0000087,2024-12-31,Auto Loan,2022-06-12,12246.11,6220.93,618,669,90,7.3,N/A,North,0.09,0.27,0.3953,2,663.97,10.6732
LN0000088,2024-12-31,Auto Loan,2021-05-11,18633.73,5198.85,639,671,0,7.13,N/A,North,0.0225,0.0675,0.3891,1,45.51,0.8754
LN0000089,2024-12-31,Credit Card,2022-06-29,2840.01,1431.19,452,433,90,19.86,N/A,West,0.6,1.0,0.7139,2,1021.73,71.3902
LN0000090,2024-12-31,Personal Loan,2023-01-22,21878.06,12997.05,568,547,0,10.2,N/A,Central,0.12,0.36,0.5993,2,2804.09,21.5748
LN0000091,2024-12-31,Mortgage,2021-09-10,415017.74,146833.92,730,721,0,5.07,N/A,South,0.007,0.021,0.1503,1,154.48,0.1052
LN0000092,2024-12-31,Auto Loan,2021-01-24,33847.3,9738.21,682,717,0,6.94,N/A,South,0.009,0.027,0.272,1,23.84,0.2448
LN0000093,2024-12-31,Auto Loan,2021-05-31,41342.29,12878.31,806,819,0,6.42,N/A,South,0.0045,0.0135,0.3635,1,21.07,0.1636
LN0000094,2024-12-31,Personal Loan,2023-02-08,12106.65,7384.82,804,799,90,9.09,N/A,West,0.024,0.072,0.6083,2,323.44,4.3798
LN0000095,2024-12-31,Auto Loan,2020-02-10,48087.27,13201.73,715,737,0,7.02,N/A,West,0.009,0.027,0.379,1,45.03,0.3411
LN0000096,2024-12-31,Personal Loan,2022-06-11,13430.36,6218.26,705,674,90,9.44,N/A,North,0.12,0.36,0.5248,2,1174.8,18.8927
LN0000097,2024-12-31,Personal Loan,2021-11-22,13831.7,5702.04,685,676,0,9.32,N/A,East,0.03,0.09,0.6364,1,108.86,1.9091
LN0000098,2024-12-31,Personal Loan,2020-11-22,11391.75,3067.45,468,444,0,10.19,N/A,North,0.12,0.36,0.6455,2,712.81,23.2379
LN0000099,2024-12-31,Mortgage,2023-02-28,377839.67,219059.87,568,526,90,5.79,N/A,West,0.28,0.84,0.2676,2,49241.15,22.4784
LN0000100,2024-12-31,Mortgage,2021-05-30,217379.64,61894.27,688,708,0,5.09,N/A,West,0.007,0.021,0.2386,1,103.38,0.167
LN0000101,2024-12-31,Mortgage,2023-05-20,437230.45,263717.95,729,752,0,4.94,N/A,West,0.0035,0.0105,0.251,1,231.68,0.0879
LN0000102,2024-12-31,Auto Loan,2021-04-10,18904.22,5042.4,703,715,0,6.37,N/A,East,0.009,0.027,0.2618,1,11.88,0.2356
LN0000103,2024-12-31,Mortgage,2020-08-05,154901.06,42837.4,609,604,0,5.02,N/A,North,0.035,0.105,0.2413,2,1085.35,2.5337
LN0000104,2024-12-31,Personal Loan,2022-08-18,20180.18,9968.89,755,723,0,8.9,N/A,West,0.012,0.036,0.5559,1,66.5,0.6671
LN0000105,2024-12-31,Credit Card,2019-10-17,4701.93,1187.91,799,746,0,18.1,N/A,Central,0.015,0.045,0.6618,1,11.79,0.9925
LN0000106,2024-12-31,Mortgage,2020-02-22,213855.17,62168.11,755,746,0,4.87,N/A,East,0.007,0.021,0.2159,1,93.95,0.1511
LN0000107,2024-12-31,Personal Loan,2020-04-10,22789.03,6494.78,759,753,0,8.74,N/A,South,0.006,0.018,0.6824,1,26.59,0.4094
LN0000108,2024-12-31,Auto Loan,2023-07-08,23320.67,16545.59,635,662,30,7.26,N/A,North,0.045,0.135,0.2713,2,605.99,3.6625
LN0000109,2024-12-31,Mortgage,2022-03-25,242777.19,104260.65,766,793,0,4.0,N/A,North,0.0035,0.0105,0.1704,1,62.18,0.0596
LN0000110,2024-12-31,Mortgage,2019-12-03,540156.38,151640.33,692,650,0,4.7,N/A,North,0.0175,0.0525,0.2146,1,569.49,0.3756
LN0000111,2024-12-31,Mortgage,2022-09-19,579297.34,303232.76,721,723,0,4.63,N/A,North,0.007,0.021,0.1927,1,409.03,0.1349
LN0000112,2024-12-31,Mortgage,2019-11-18,589010.39,150276.36,709,691,30,4.97,N/A,South,0.035,0.105,0.2277,2,3592.88,2.3908
LN0000113,2024-12-31,Credit Card,2020-10-22,4268.16,1074.38,670,607,90,18.79,N/A,Central,0.3,0.9,0.618,2,597.57,55.62
LN0000114,2024-12-31,Credit Card,2023-02-02,9093.83,5245.82,611,625,0,18.53,N/A,East,0.075,0.225,0.7566,2,893.02,17.0235
LN0000115,2024-12-31,Auto Loan,2020-02-22,20341.51,5223.37,673,680,0,6.91,N/A,South,0.0225,0.0675,0.3203,1,37.64,0.7206
LN0000116,2024-12-31,Credit Card,2021-03-26,3123.0,916.33,759,743,0,18.1,N/A,North,0.015,0.045,0.7777,1,10.69,1.1666
LN0000117,2024-12-31,Credit Card,2023-01-09,1517.43,826.28,645,678,90,18.36,N/A,Central,0.15,0.45,0.6106,2,227.04,27.4774
LN0000118,2024-12-31,Mortgage,2020-08-14,619355.13,166876.66,751,732,0,4.98,N/A,East,0.007,0.021,0.1909,1,223.0,0.1336
LN0000119,2024-12-31,Credit Card,2021-10-20,3190.75,1142.98,739,728,0,18.43,N/A,Central,0.015,0.045,0.6739,1,11.55,1.0105
LN0000120,2024-12-31,Personal Loan,2020-04-08,12383.01,3265.02,656,670,90,9.27,N/A,West,0.12,0.36,0.6176,2,725.93,22.2336
LN0000121,2024-12-31,Credit Card,2023-07-24,3117.66,2143.44,791,826,120,17.8,N/A,North,0.06,0.18,0.71,3,273.93,12.7799
LN0000122,2024-12-31,Credit Card,2023-08-06,6957.55,4578.69,652,644,0,18.22,N/A,Central,0.075,0.225,0.6288,2,647.79,14.1479
LN0000123,2024-12-31,Mortgage,2019-11-26,222388.95,63164.0,801,818,0,4.26,N/A,East,0.0035,0.0105,0.2616,1,57.83,0.0916
LN0000124,2024-12-31,Mortgage,2023-08-24,139747.37,96100.93,715,726,0,4.86,N/A,East,0.007,0.021,0.2461,1,165.55,0.1723
LN0000125,2024-12-31,Mortgage,2021-07-23,334646.92,106568.29,679,689,0,4.44,N/A,West,0.0175,0.0525,0.1722,1,321.14,0.3013
LN0000126,2024-12-31,Personal Loan,2020-11-24,5651.98,1599.4,609,612,0,10.08,N/A,West,0.06,0.18,0.5134,2,147.8,9.241
LN0000127,2024-12-31,Credit Card,2021-09-30,3233.42,1197.62,673,654,0,18.48,N/A,West,0.0375,0.1125,0.6935,2,93.44,7.8021
LN0000128,2024-12-31,Credit Card,2021-06-29,1713.95,556.14,664,641,0,18.92,N/A,West,0.075,0.225,0.7652,2,95.75,17.2169
LN0000129,2024-12-31,Mortgage,2021-09-06,131665.64,45265.36,579,614,0,4.88,N/A,East,0.035,0.105,0.2122,2,1008.56,2.2281
LN0000130,2024-12-31,Personal Loan,2022-10-15,14870.24,7819.68,663,713,0,9.77,N/A,West,0.012,0.036,0.6987,1,65.56,0.8384
LN0000131,2024-12-31,Personal Loan,2020-02-18,4110.41,1104.46,616,666,0,9.96,N/A,Central,0.03,0.09,0.6936,1,22.98,2.0807
LN0000132,2024-12-31,Mortgage,2022-12-23,127954.13,76911.04,727,673,0,4.25,N/A,West,0.0175,0.0525,0.217,1,292.07,0.3798
LN0000133,2024-12-31,Mortgage,2023-06-14,268019.64,186898.79,785,732,0,4.16,N/A,North,0.007,0.021,0.1632,1,213.51,0.1142
LN0000134,2024-12-31,Mortgage,2020-12-19,204474.09,51130.71,582,552,90,5.73,N/A,East,0.28,0.84,0.2569,2,11033.8,21.5796
LN0000135,2024-12-31,Credit Card,2020-06-15,13306.64,3586.72,817,820,0,17.68,N/A,North,0.0075,0.0225,0.7393,1,19.89,0.5545
LN0000136,2024-12-31,Mortgage,2022-04-06,671284.47,309392.83,670,599,0,4.8,N/A,North,0.07,0.21,0.2495,2,16210.64,5.2395
LN0000137,2024-12-31,Personal Loan,2023-09-07,7936.65,5495.94,602,587,0,10.15,N/A,North,0.12,0.36,0.553,2,1094.13,19.908
LN0000138,2024-12-31,Auto Loan,2021-06-11,37155.05,10657.41,741,776,0,6.14,N/A,North,0.0045,0.0135,0.345,1,16.55,0.1553
LN0000139,2024-12-31,Personal Loan,2021-08-02,20943.21,6633.39,644,669,0,9.5,N/A,North,0.03,0.09,0.5172,1,102.92,1.5515
LN0000140,2024-12-31,SME Loan,2021-09-24,64975.45,22840.54,673,661,0,8.04,Technology,North,0.0325,0.0975,0.4527,2,1008.14,4.4138
LN0000141,2024-12-31,SME Loan,2023-08-06,34652.35,26153.68,648,615,0,8.12,Healthcare,East,0.065,0.195,0.5214,2,2659.12,10.1673
LN0000142,2024-12-31,Mortgage,2023-04-05,266692.28,169831.42,615,629,0,4.94,N/A,North,0.035,0.105,0.242,2,4315.42,2.541
LN0000143,2024-12-31,Personal Loan,2023-02-12,12043.65,6932.36,738,738,0,9.12,N/A,South,0.012,0.036,0.6251,1,52.0,0.7501
LN0000144,2024-12-31,Mortgage,2022-10-24,215802.25,111950.65,657,628,30,5.17,N/A,West,0.07,0.21,0.1613,2,3792.1,3.3873
LN0000145,2024-12-31,Mortgage,2022-06-12,334756.42,151175.33,565,534,0,5.51,N/A,Central,0.07,0.21,0.2251,2,7146.21,4.7271
LN0000146,2024-12-31,Mortgage,2022-03-05,184358.07,81143.88,724,710,0,4.81,N/A,South,0.007,0.021,0.1731,1,98.32,0.1212
LN0000147,2024-12-31,Auto Loan,2022-07-04,18754.72,9258.54,584,550,0,7.09,N/A,Central,0.09,0.27,0.3836,2,958.93,10.3572
LN0000148,2024-12-31,Personal Loan,2020-04-24,14263.37,3703.94,588,582,30,10.14,N/A,East,0.24,0.72,0.5677,2,1513.96,40.8743
LN0000149,2024-12-31,Mortgage,2022-12-17,325456.81,191569.13,775,768,30,4.32,N/A,North,0.007,0.021,0.1586,2,638.04,0.3331
LN0000150,2024-12-31,Mortgage,2020-05-13,148996.42,41311.42,584,570,0,5.82,N/A,West,0.07,0.21,0.2562,2,2222.64,5.3802
LN0000151,2024-12-31,Credit Card,2023-01-17,7816.92,4368.33,495,511,0,18.8,N/A,Central,0.15,0.45,0.6613,2,1299.95,29.7585
LN0000152,2024-12-31,Mortgage,2022-04-20,110719.96,49048.69,730,742,0,4.48,N/A,West,0.007,0.021,0.1982,1,68.05,0.1387
LN0000153,2024-12-31,Mortgage,2021-11-14,200976.5,81420.6,656,673,0,4.65,N/A,North,0.0175,0.0525,0.1621,1,230.97,0.2837
LN0000154,2024-12-31,Personal Loan,2021-03-17,11443.7,3000.51,663,660,0,9.49,N/A,North,0.03,0.09,0.5312,1,47.82,1.5937
LN0000155,2024-12-31,SME Loan,2023-02-15,63236.91,40293.51,655,605,0,7.72,Manufacturing,North,0.065,0.195,0.5423,2,4260.98,10.5749
LN0000156,2024-12-31,Mortgage,2020-04-30,202292.46,54451.73,699,710,30,4.99,N/A,South,0.014,0.042,0.1521,2,347.85,0.6388
LN0000157,2024-12-31,Auto Loan,2022-02-13,62845.2,27607.18,620,603,0,7.53,N/A,South,0.045,0.135,0.3551,2,1323.45,4.7939
LN0000158,2024-12-31,Auto Loan,2022-07-24,21155.31,11075.17,798,776,0,5.97,N/A,East,0.0045,0.0135,0.3187,1,15.88,0.1434
LN0000159,2024-12-31,Mortgage,2021-05-03,909464.15,256101.67,562,530,0,5.1,N/A,East,0.07,0.21,0.2698,2,14510.21,5.6658
LN0000160,2024-12-31,Auto Loan,2020-12-15,35413.58,10257.51,716,709,0,7.05,N/A,East,0.009,0.027,0.3481,1,32.14,0.3133
LN0000161,2024-12-31,Personal Loan,2022-08-26,14118.38,7784.88,731,771,0,8.95,N/A,South,0.006,0.018,0.5822,1,27.19,0.3493
LN0000162,2024-12-31,Auto Loan,2022-01-18,35972.0,14712.59,619,607,0,7.09,N/A,North,0.045,0.135,0.3311,2,657.63,4.4698
LN0000163,2024-12-31,Auto Loan,2023-07-06,81794.98,52772.25,598,550,0,6.98,N/A,South,0.09,0.27,0.3699,2,5270.52,9.9873
LN0000164,2024-12-31,Personal Loan,2022-02-25,7360.21,3069.52,761,755,30,8.87,N/A,Central,0.012,0.036,0.6406,2,70.79,2.3062
LN0000165,2024-12-31,Mortgage,2022-11-27,153244.66,89624.32,601,605,120,4.98,N/A,West,0.28,0.84,0.2693,3,20274.1,22.6212
LN0000166,2024-12-31,Credit Card,2021-04-09,3369.66,943.34,631,589,0,18.76,N/A,South,0.15,0.45,0.6793,2,288.36,30.568
LN0000167,2024-12-31,Mortgage,2022-10-24,272684.73,141734.94,751,759,0,4.49,N/A,North,0.0035,0.0105,0.1983,1,98.37,0.0694
LN0000168,2024-12-31,Mortgage,2022-07-23,113222.98,53299.94,683,736,0,5.12,N/A,North,0.007,0.021,0.1867,1,69.66,0.1307
LN0000169,2024-12-31,Mortgage,2023-04-08,271351.31,178692.44,536,471,0,5.38,N/A,East,0.07,0.21,0.2191,2,8221.82,4.6011
LN0000170,2024-12-31,Personal Loan,2023-05-16,36905.96,23363.37,820,770,0,8.66,N/A,East,0.006,0.018,0.636,1,89.15,0.3816
LN0000171,2024-12-31,Auto Loan,2023-03-22,31588.96,19433.71,638,566,0,6.82,N/A,North,0.09,0.27,0.286,2,1500.67,7.722
LN0000172,2024-12-31,Mortgage,2020-06-09,231806.27,66024.11,648,632,0,5.45,N/A,North,0.035,0.105,0.2286,2,1584.78,2.4003
LN0000173,2024-12-31,Personal Loan,2020-05-08,9219.75,2503.94,700,725,0,9.27,N/A,South,0.012,0.036,0.6769,1,20.34,0.8123
LN0000174,2024-12-31,Mortgage,2020-07-01,420523.59,106511.57,730,727,0,4.27,N/A,North,0.007,0.021,0.2049,1,152.77,0.1434
LN0000175,2024-12-31,Auto Loan,2020-07-04,21368.37,5550.48,837,850,60,5.84,N/A,Central,0.018,0.054,0.3012,2,90.28,1.6265
LN0000176,2024-12-31,Mortgage,2021-03-03,675492.92,172259.46,547,568,60,5.1,N/A,North,0.28,0.84,0.2094,2,30299.75,17.5896
LN0000177,2024-12-31,Auto Loan,2022-04-25,64430.6,27951.84,746,768,0,6.05,N/A,Central,0.0045,0.0135,0.3241,1,40.77,0.1459
LN0000178,2024-12-31,Personal Loan,2020-10-31,15584.79,4291.96,739,768,0,9.08,N/A,West,0.006,0.018,0.6647,1,17.12,0.3989
